relative_time,BarometerSensor
21299,1009.5137023925781
21367,1009.5137023925781
21433,1009.5137023925781
21499,1009.5137023925781
21567,1009.5137023925781
21633,1009.5137023925781
21699,1009.5137023925781
21765,1009.6412658691406
21833,1009.6412658691406
21899,1009.6412658691406
21965,1009.6412658691406
22033,1009.6412658691406
22099,1009.6412658691406
22165,1009.6412658691406
22232,1009.6412658691406
22298,1009.6412658691406
22365,1009.6412658691406
22432,1009.6412658691406
22499,1009.6412658691406
22565,1009.6412658691406
22632,1009.6412658691406
22699,1009.6412658691406
22765,1009.7335815429688
22832,1009.7335815429688
23289,1009.7335815429688
23355,1009.7335815429688
23422,1009.7335815429688
23489,1009.7335815429688
23555,1009.7335815429688
23622,1009.7335815429688
23689,1009.7335815429688
23755,1009.7335815429688
23823,1009.7335815429688
23888,1009.7335815429688
23955,1009.7335815429688
24022,1009.7335815429688
24089,1009.7335815429688
24155,1009.7890472412109
